id,key,value,type 
137280213,highway,turning_circle,regular
137280577,highway,turning_circle,regular
137280756,highway,turning_circle,regular
137280821,highway,turning_circle,regular
137281028,highway,turning_circle,regular
137281037,highway,turning_circle,regular
137281056,highway,turning_circle,regular
137281206,highway,turning_circle,regular
137281383,highway,turning_circle,regular
137281484,highway,turning_circle,regular
137281532,highway,turning_circle,regular
137281545,source,Bing,regular
137281545,highway,turning_circle,regular
137282045,highway,turning_circle,regular
137282051,highway,turning_circle,regular
137282082,highway,turning_circle,regular
137282144,highway,turning_circle,regular
137282162,highway,turning_circle,regular
137282258,source,Bing,regular
137282258,highway,turning_circle,regular
137282278,highway,turning_circle,regular
137282333,noexit,yes,regular
137282347,noexit,yes,regular
137282392,highway,turning_circle,regular
137282404,source,Bing,regular
137282404,highway,turning_circle,regular
137282468,highway,turning_circle,regular
137282604,highway,turning_circle,regular
137282698,source,Bing,regular
137282698,highway,turning_circle,regular
137283003,noexit,yes,regular
137283013,highway,turning_circle,regular
137283159,highway,turning_circle,regular
137283166,highway,turning_circle,regular
137283315,highway,turning_circle,regular
137283353,highway,turning_circle,regular
137283474,highway,turning_circle,regular
137283487,highway,turning_circle,regular
137283530,source,Yahoo,regular
137283530,highway,turning_circle,regular
137283568,highway,turning_circle,regular
137283576,highway,mini_roundabout,regular
137283605,highway,mini_roundabout,regular
137283771,highway,turning_circle,regular
137284121,highway,turning_circle,regular
137284127,highway,turning_circle,regular
137284144,highway,turning_circle,regular
137284644,highway,turning_circle,regular
137284743,source,Bing,regular
137284743,highway,turning_circle,regular
137284755,source,Bing,regular
137284755,highway,turning_circle,regular
137284758,source,Bing,regular
137284758,highway,turning_circle,regular
137284779,highway,turning_circle,regular
137284786,highway,turning_circle,regular
137284916,highway,turning_circle,regular
137285119,highway,traffic_signals,regular
137285161,highway,traffic_signals,regular
137285250,source,Bing,regular
137285250,highway,turning_circle,regular
137285274,highway,turning_circle,regular
137285909,source,Bing,regular
137285909,highway,turning_circle,regular
137285925,noexit,yes,regular
137286026,highway,turning_circle,regular
137286043,highway,turning_circle,regular
137286052,highway,turning_circle,regular
137286093,highway,traffic_signals,regular
137286093,crossing,traffic_signals,regular
137286101,highway,traffic_signals,regular
137286101,crossing,traffic_signals,regular
137286113,highway,traffic_signals,regular
137286113,crossing,traffic_signals,regular
137286325,highway,turning_circle,regular
137286343,highway,turning_circle,regular
137286461,highway,turning_circle,regular
137286808,highway,turning_circle,regular
137286928,source,Bing,regular
137286928,highway,turning_circle,regular
137286940,highway,turning_circle,regular
137286970,highway,turning_circle,regular
137287507,highway,turning_circle,regular
137287589,highway,turning_circle,regular
137287739,highway,turning_circle,regular
137288116,crossing,traffic_signals,regular
137288116,highway,traffic_signals,regular
137288193,highway,traffic_signals,regular
137288273,source,Yahoo,regular
137288273,highway,turning_circle,regular
137288602,highway,turning_circle,regular
137288635,highway,turning_circle,regular
137288756,highway,turning_circle,regular
137288911,highway,turning_circle,regular
137288913,highway,turning_circle,regular
137288928,highway,turning_circle,regular
137289068,highway,turning_circle,regular
137289102,highway,turning_circle,regular
137289208,highway,turning_circle,regular
137289213,highway,turning_circle,regular
137289645,noexit,yes,regular
137289654,highway,turning_circle,regular
137289775,highway,turning_circle,regular
137289989,source,Bing,regular
137289989,highway,turning_circle,regular
137290070,highway,turning_circle,regular
137290082,highway,turning_circle,regular
137290120,highway,turning_circle,regular
137290146,highway,turning_circle,regular
137290178,highway,turning_circle,regular
137290437,highway,turning_circle,regular
137290480,highway,turning_circle,regular
137290497,highway,turning_circle,regular
137290569,source,Yahoo,regular
137290569,highway,turning_circle,regular
137290655,highway,turning_circle,regular
137290745,highway,turning_circle,regular
137290866,highway,turning_circle,regular
137290884,highway,turning_circle,regular
137290959,highway,turning_circle,regular
137291163,highway,turning_circle,regular
137291180,highway,turning_circle,regular
137291341,noexit,yes,regular
137291513,source,Bing,regular
137291513,highway,turning_circle,regular
137291519,source,Bing,regular
137291519,highway,turning_circle,regular
137291532,source,Bing,regular
137291532,highway,turning_circle,regular
137291789,highway,turning_circle,regular
137291924,highway,turning_circle,regular
137292016,highway,turning_circle,regular
137292048,highway,turning_circle,regular
137292095,highway,turning_circle,regular
137292190,highway,turning_circle,regular
137292214,noexit,yes,regular
137292229,highway,turning_circle,regular
137292540,highway,turning_circle,regular
137292689,highway,traffic_signals,regular
137292864,highway,turning_circle,regular
137293422,highway,turning_circle,regular
137293465,source,Bing,regular
137293465,highway,turning_circle,regular
137294097,highway,turning_circle,regular
137294176,highway,turning_circle,regular
137294323,highway,turning_circle,regular
137294336,source,Bing,regular
137294336,highway,turning_circle,regular
137294466,highway,turning_circle,regular
137294741,highway,traffic_signals,regular
137294741,traffic_signals,signal,regular
137294780,highway,traffic_signals,regular
137294780,traffic_signals,signal,regular
137294839,highway,traffic_signals,regular
137294956,highway,turning_circle,regular
137295121,highway,traffic_signals,regular
137295121,crossing,traffic_signals,regular
137295152,highway,traffic_signals,regular
137295152,crossing,traffic_signals,regular
137295234,highway,traffic_signals,regular
137295448,highway,traffic_signals,regular
137295452,highway,traffic_signals,regular
137295514,source,Bing,regular
137295514,highway,turning_circle,regular
137295535,highway,turning_circle,regular
137295771,highway,turning_circle,regular
137295779,highway,turning_circle,regular
137295794,highway,turning_circle,regular
137296048,source,Yahoo,regular
137296048,highway,turning_circle,regular
137296463,highway,turning_circle,regular
137296476,street,Citadel Circlecle,addr
137296476,housenumber,3600,addr
137296543,highway,turning_circle,regular
137296677,highway,turning_circle,regular
137296787,highway,turning_circle,regular
137296822,highway,turning_circle,regular
137296833,highway,turning_circle,regular
137296915,highway,turning_circle,regular
137297172,highway,turning_circle,regular
137297284,noexit,yes,regular
137297303,source,Bing,regular
137297303,highway,turning_circle,regular
137297471,highway,turning_circle,regular
137297546,highway,turning_circle,regular
137297630,source,Bing,regular
137297630,highway,turning_circle,regular
137297635,source,Bing,regular
137297635,highway,turning_circle,regular
137297646,highway,turning_circle,regular
137297734,source,Bing,regular
137297734,highway,turning_circle,regular
137297775,highway,turning_circle,regular
137297785,highway,turning_circle,regular
137298040,highway,turning_circle,regular
137298076,source,Bing,regular
137298076,highway,turning_circle,regular
137298292,highway,turning_circle,regular
137298570,highway,traffic_signals,regular
137298672,highway,traffic_signals,regular
137298721,highway,turning_circle,regular
137298722,highway,turning_circle,regular
137298737,highway,traffic_signals,regular
137298737,traffic_signals,signal,regular
137298758,highway,traffic_signals,regular
137298758,traffic_signals,signal,regular
137298801,highway,traffic_signals,regular
137298801,traffic_signals,signal,regular
137298811,highway,traffic_signals,regular
137298811,traffic_signals,signal,regular
137298814,highway,traffic_signals,regular
137298814,traffic_signals,signal,regular
137298944,highway,traffic_signals,regular
137299009,source,bing,regular
137299009,highway,turning_circle,regular
137299072,highway,turning_circle,regular
137299329,highway,turning_circle,regular
137299355,highway,turning_circle,regular
137299377,highway,turning_circle,regular
137299625,highway,turning_circle,regular
137299770,highway,turning_circle,regular
137299971,source,Bing,regular
137299971,highway,turning_circle,regular
137300010,highway,turning_circle,regular
137300275,highway,turning_circle,regular
137300296,highway,turning_circle,regular
137300311,source,Bing,regular
137300311,highway,turning_circle,regular
137300341,source,Bing,regular
137300341,highway,turning_circle,regular
137300531,highway,turning_circle,regular
137300532,highway,turning_circle,regular
137300571,source,bing,regular
137300571,highway,turning_circle,regular
137300877,highway,turning_circle,regular
137300928,highway,turning_circle,regular
137301061,source,Bing,regular
137301061,highway,turning_circle,regular
137301339,highway,turning_circle,regular
137301354,highway,turning_circle,regular
137301416,highway,mini_roundabout,regular
137301438,highway,mini_roundabout,regular
137301451,highway,turning_circle,regular
137301628,highway,turning_circle,regular
137301634,highway,turning_circle,regular
137301781,highway,turning_circle,regular
137301816,highway,turning_circle,regular
137302109,highway,turning_circle,regular
137302276,highway,turning_circle,regular
137302618,highway,turning_circle,regular
137302820,highway,turning_circle,regular
137302834,highway,turning_circle,regular
137302988,highway,turning_circle,regular
137303004,source,Yahoo,regular
137303004,highway,turning_circle,regular
137303322,highway,turning_circle,regular
137303375,highway,turning_circle,regular
137303381,highway,mini_roundabout,regular
137303468,source,Bing,regular
137303468,highway,turning_circle,regular
137303488,source,bing,regular
137303488,highway,turning_circle,regular
137303503,highway,turning_circle,regular
137303517,highway,turning_circle,regular
137303529,highway,turning_circle,regular
137303611,highway,turning_circle,regular
137303761,highway,turning_circle,regular
137303950,highway,turning_circle,regular
137304007,highway,turning_circle,regular
137304033,highway,turning_circle,regular
137304412,highway,turning_circle,regular
137304529,highway,turning_circle,regular
137304709,source,Bing,regular
137304709,highway,turning_circle,regular
137304825,highway,turning_circle,regular
137304851,railway,level_crossing,regular
137304853,railway,level_crossing,regular
137305096,railway,level_crossing,regular
137305126,railway,level_crossing,regular
137305126,bell,no,crossing
137305126,light,no,crossing
137305126,barrier,no,crossing
137305244,highway,turning_circle,regular
137305367,highway,turning_circle,regular
137305563,highway,turning_circle,regular
137305863,highway,traffic_signals,regular
137305863,traffic_signals,signal,regular
137305963,highway,turning_circle,regular
137305973,highway,turning_circle,regular
137305994,highway,turning_circle,regular
137306175,highway,turning_circle,regular
137306250,highway,turning_circle,regular
137306303,highway,turning_circle,regular
137306349,highway,turning_circle,regular
137306359,highway,turning_circle,regular
137306435,source,Bing,regular
137306435,highway,turning_circle,regular
137306450,highway,turning_circle,regular
137306615,highway,turning_circle,regular
137306701,highway,turning_circle,regular
137306780,highway,turning_circle,regular
137307923,highway,turning_circle,regular
137308077,highway,turning_circle,regular
137308086,highway,turning_circle,regular
137308097,highway,turning_circle,regular
137308161,highway,turning_circle,regular
137308213,source,Yahoo,regular
137308213,highway,turning_circle,regular
137308257,highway,turning_circle,regular
137308271,highway,turning_circle,regular
137308373,highway,turning_circle,regular
137308488,highway,turning_circle,regular
137308516,highway,turning_circle,regular
137308612,highway,turning_circle,regular
137308668,highway,turning_circle,regular
137308774,highway,crossing,regular
137308879,highway,turning_circle,regular
137308893,highway,turning_circle,regular
137308942,highway,turning_circle,regular
137309164,highway,turning_circle,regular
137309177,highway,turning_circle,regular
137309189,highway,turning_circle,regular
137309250,source,Yahoo,regular
137309250,highway,turning_circle,regular
137309424,barrier,no,crossing
137309424,bell,no,crossing
137309424,light,no,crossing
137309424,railway,level_crossing,regular
137309481,noexit,yes,regular
137309630,highway,turning_circle,regular
137309860,highway,turning_circle,regular
137309863,highway,turning_circle,regular
137309963,highway,turning_circle,regular
137309963,source,Bing,regular
137309980,highway,traffic_signals,regular
137309980,crossing,traffic_signals,regular
137310034,highway,turning_circle,regular
137310148,highway,turning_circle,regular
137310286,highway,turning_circle,regular
137310383,highway,traffic_signals,regular
137310405,highway,traffic_signals,regular
137310416,highway,traffic_signals,regular
137310447,highway,turning_circle,regular
137310508,highway,traffic_signals,regular
137310675,highway,turning_circle,regular
137310801,source,bing,regular
137310801,highway,turning_circle,regular
137310954,highway,turning_circle,regular
137311004,source,Yahoo,regular
137311004,highway,turning_circle,regular
137311143,noexit,yes,regular
137311156,source,Bing,regular
137311156,highway,turning_circle,regular
137311165,highway,turning_circle,regular
137311174,highway,turning_circle,regular
137311184,highway,turning_circle,regular
137311191,highway,turning_circle,regular
137311265,crossing,traffic_signals,regular
137311265,highway,traffic_signals,regular
137311375,highway,traffic_signals,regular
137311606,highway,turning_circle,regular
137311620,source,Bing,regular
137311620,highway,turning_circle,regular
137311730,source,bing,regular
137311730,highway,turning_circle,regular
137311751,highway,turning_circle,regular
137311846,highway,turning_circle,regular
137311946,highway,turning_circle,regular
137311973,source,Bing,regular
137311973,highway,turning_circle,regular
137312400,highway,turning_circle,regular
137312523,highway,turning_circle,regular
137312526,highway,turning_circle,regular
137312540,highway,turning_circle,regular
137312811,noexit,yes,regular
137313017,source,bing,regular
137313017,highway,turning_circle,regular
137313054,highway,turning_circle,regular
137313057,noexit,yes,regular
137313184,source,bing,regular
137313184,highway,turning_circle,regular
137313198,noexit,yes,regular
137313211,source,bing,regular
137313211,highway,turning_circle,regular
137313298,source,Bing,regular
137313298,highway,turning_circle,regular
137313343,highway,turning_circle,regular
137313370,highway,turning_circle,regular
137313475,highway,turning_circle,regular
137314101,highway,turning_circle,regular
137314109,highway,turning_circle,regular
137314177,highway,turning_circle,regular
137314242,highway,turning_circle,regular
137314300,highway,turning_circle,regular
137314440,highway,turning_circle,regular
137314482,highway,turning_circle,regular
137314744,highway,turning_circle,regular
137314757,highway,turning_circle,regular
137314800,highway,turning_circle,regular
137314884,highway,turning_circle,regular
137314931,highway,turning_circle,regular
137314943,highway,turning_circle,regular
137314983,highway,turning_circle,regular
137314989,highway,turning_circle,regular
137315187,highway,turning_circle,regular
137315367,highway,turning_circle,regular
137315600,highway,turning_circle,regular
137315737,highway,turning_circle,regular
137315977,highway,turning_circle,regular
137316050,highway,turning_circle,regular
137316060,highway,turning_circle,regular
137316222,noexit,yes,regular
137316244,highway,turning_circle,regular
137316303,highway,turning_circle,regular
137316349,highway,turning_circle,regular
137316583,highway,turning_circle,regular
137316634,highway,turning_circle,regular
137316650,highway,turning_circle,regular
137316683,highway,turning_circle,regular
137317168,source,Bing,regular
137317168,highway,turning_circle,regular
137317247,highway,turning_circle,regular
137317265,highway,turning_circle,regular
137317297,highway,turning_circle,regular
137317684,highway,turning_circle,regular
137317690,highway,turning_circle,regular
137317781,highway,traffic_signals,regular
137317814,highway,mini_roundabout,regular
137317824,highway,traffic_signals,regular
137318202,source,Bing,regular
137318202,highway,turning_circle,regular
137318435,highway,turning_circle,regular
137318442,highway,turning_circle,regular
137318592,highway,turning_circle,regular
137318635,highway,crossing,regular
137318663,highway,turning_circle,regular
137318724,highway,turning_circle,regular
137318732,highway,turning_circle,regular
137318805,source,Bing,regular
137318805,highway,turning_circle,regular
137318934,highway,turning_circle,regular
137319071,highway,turning_loop,regular
137319197,highway,turning_circle,regular
137319588,highway,turning_circle,regular
137319600,highway,turning_circle,regular
137319607,source,Bing,regular
137319607,highway,turning_circle,regular
137319623,highway,turning_circle,regular
137319629,highway,turning_circle,regular
137319704,highway,turning_circle,regular
137319724,highway,turning_circle,regular
137320024,highway,turning_circle,regular
137320035,highway,turning_circle,regular
137320490,noexit,yes,regular
137320530,highway,crossing,regular
137320530,crossing,traffic_signals,regular
137320591,highway,turning_circle,regular
137320842,highway,turning_circle,regular
137320971,source,Bing,regular
137320971,highway,turning_circle,regular
137321096,highway,turning_circle,regular
137321203,highway,turning_circle,regular
137321322,highway,turning_circle,regular
137321813,highway,turning_circle,regular
137322313,noexit,yes,regular
137322669,highway,turning_circle,regular
137322686,highway,turning_circle,regular
137323055,highway,traffic_signals,regular
137323196,highway,turning_circle,regular
137323207,highway,turning_circle,regular
137323406,highway,turning_circle,regular
137323498,highway,turning_circle,regular
137323510,highway,turning_circle,regular
137323900,highway,turning_circle,regular
137323919,highway,turning_circle,regular
137323980,highway,turning_circle,regular
137324171,source,Bing,regular
137324171,highway,turning_circle,regular
137324222,highway,turning_circle,regular
137324228,highway,turning_circle,regular
137324292,source,Bing,regular
137324292,highway,turning_circle,regular
137324741,noexit,yes,regular
137324751,highway,turning_circle,regular
137324868,source,Yahoo,regular
137324868,highway,turning_circle,regular
137324954,highway,turning_circle,regular
137325110,source,Bing,regular
137325110,highway,turning_circle,regular
137325234,highway,traffic_signals,regular
137325234,traffic_signals,signal,regular
137325280,highway,turning_circle,regular
137325291,source,Bing,regular
137325291,highway,turning_circle,regular
137325372,source,bing,regular
137325372,highway,turning_circle,regular
137325384,highway,turning_circle,regular
137325713,highway,turning_circle,regular
137325814,source,Yahoo,regular
137325814,highway,turning_circle,regular
137325926,highway,turning_circle,regular
137325986,highway,turning_circle,regular
137325994,highway,turning_circle,regular
137326004,highway,turning_circle,regular
137326052,highway,turning_circle,regular
137326064,highway,turning_circle,regular
137326073,source,Bing,regular
137326073,highway,turning_circle,regular
137326080,highway,turning_circle,regular
137326196,source,Yahoo,regular
137326196,highway,turning_circle,regular
137326289,highway,turning_circle,regular
137326565,highway,turning_circle,regular
137327084,source,bing,regular
137327084,highway,turning_circle,regular
137327101,highway,turning_circle,regular
137327254,source,Yahoo,regular
137327254,highway,turning_circle,regular
137327298,highway,turning_circle,regular
137327334,highway,turning_circle,regular
137327457,noexit,yes,regular
137327522,source,Yahoo,regular
137327522,highway,turning_circle,regular
137328097,highway,crossing,regular
137328104,highway,crossing,regular
137328913,highway,turning_circle,regular
137328947,highway,traffic_signals,regular
137328957,crossing,zebra,regular
137328957,highway,crossing,regular
137329098,highway,turning_circle,regular
137329189,highway,turning_circle,regular
137329501,highway,turning_circle,regular
137329572,highway,turning_circle,regular
137329723,highway,turning_circle,regular
137330183,highway,turning_circle,regular
137330253,highway,turning_circle,regular
137330359,highway,turning_circle,regular
137330505,highway,turning_circle,regular
137330552,highway,turning_circle,regular
137330727,source,bing,regular
137330727,highway,turning_circle,regular
137330912,highway,turning_circle,regular
137330915,highway,turning_circle,regular
137330947,highway,turning_circle,regular
137331180,highway,traffic_signals,regular
137331234,highway,traffic_signals,regular
137331260,highway,traffic_signals,regular
137331277,highway,traffic_signals,regular
137331292,highway,traffic_signals,regular
137331306,highway,traffic_signals,regular
137331320,highway,traffic_signals,regular
137331336,highway,traffic_signals,regular
137331476,highway,traffic_signals,regular
137331487,highway,traffic_signals,regular
137331653,highway,crossing,regular
137332242,source,Yahoo,regular
137332242,highway,turning_circle,regular
137332265,source,bing,regular
137332265,highway,turning_circle,regular
137332323,highway,turning_circle,regular
137332380,highway,turning_circle,regular
137332697,noexit,yes,regular
137332923,source,Yahoo,regular
137332923,highway,turning_circle,regular
137332933,highway,turning_circle,regular
137333022,highway,turning_circle,regular
137333090,highway,turning_circle,regular
137333296,source,Yahoo,regular
137333296,highway,turning_circle,regular
137333316,highway,turning_circle,regular
137333470,highway,turning_circle,regular
137333854,highway,turning_circle,regular
137334027,highway,turning_circle,regular
137334030,highway,turning_circle,regular
137334047,highway,turning_circle,regular
137334100,highway,turning_circle,regular
137334109,highway,turning_circle,regular
137334168,highway,turning_circle,regular
137334241,highway,turning_circle,regular
137334252,source,Yahoo,regular
137334252,highway,turning_circle,regular
137334331,highway,turning_circle,regular
137334455,highway,turning_circle,regular
137334580,highway,turning_circle,regular
137334678,highway,turning_circle,regular
137334726,highway,turning_circle,regular
137334911,highway,turning_circle,regular
137334936,highway,turning_circle,regular
137335011,highway,turning_circle,regular
137335090,highway,turning_circle,regular
137335301,highway,turning_circle,regular
137335320,highway,turning_circle,regular
137335366,highway,turning_circle,regular
137335453,source,Bing,regular
137335453,highway,turning_circle,regular
137335491,highway,turning_circle,regular
137335504,highway,turning_circle,regular
137335544,highway,turning_circle,regular
137335600,highway,turning_circle,regular
137335736,source,Bing,regular
137335736,highway,turning_circle,regular
137335955,highway,turning_circle,regular
137336000,highway,turning_circle,regular
137336164,highway,turning_circle,regular
137336192,highway,turning_circle,regular
137336200,highway,turning_circle,regular
137336280,noexit,yes,regular
137336303,noexit,yes,regular
137336337,highway,crossing,regular
137336365,highway,turning_circle,regular
137336424,highway,turning_circle,regular
137336823,highway,turning_circle,regular
137336862,highway,turning_circle,regular
137336886,highway,turning_circle,regular
137336911,highway,turning_circle,regular
137336944,highway,turning_circle,regular
137337040,highway,turning_circle,regular
137337097,highway,turning_circle,regular
137337120,highway,turning_circle,regular
137337283,highway,turning_circle,regular
137337297,noexit,yes,regular
137337303,noexit,yes,regular
137337565,noexit,yes,regular
137337644,source,Bing,regular
137337644,highway,turning_circle,regular
137337949,highway,turning_circle,regular
137337958,highway,turning_circle,regular
137337971,highway,turning_circle,regular
137338037,highway,turning_circle,regular
137338156,highway,turning_circle,regular
137338444,highway,turning_circle,regular
137338529,highway,turning_circle,regular
137338561,crossing,traffic_signals,regular
137338561,highway,crossing,regular
137338587,noexit,yes,regular
137338638,highway,turning_circle,regular
137338705,highway,turning_circle,regular
137338744,noexit,yes,regular
137338928,highway,turning_circle,regular
137338930,highway,turning_circle,regular
137338964,highway,turning_circle,regular
137339188,highway,turning_circle,regular
137339279,highway,turning_circle,regular
137339334,junction,roundabout,regular
137339389,highway,turning_circle,regular
137339415,highway,turning_circle,regular
137339772,source,bing,regular
137339772,highway,turning_circle,regular
137341924,ref,77,regular
137341924,highway,motorway_junction,regular
137342349,ref,81B,regular
137342349,highway,motorway_junction,regular
137342515,ref,77,regular
137342515,highway,motorway_junction,regular
137343028,highway,turning_circle,regular
137343084,highway,turning_circle,regular
137343245,highway,turning_circle,regular
137343438,highway,turning_circle,regular
137343450,highway,turning_circle,regular
137343499,highway,turning_circle,regular
137343511,source,Bing,regular
137343511,highway,turning_circle,regular
137343621,highway,turning_circle,regular
137343746,highway,turning_circle,regular
137343756,highway,turning_circle,regular
137343785,highway,turning_circle,regular
137343809,highway,turning_circle,regular
137343969,highway,traffic_signals,regular
137343969,traffic_signals,signal,regular
137344094,source,Yahoo,regular
137344094,highway,turning_circle,regular
137344569,highway,turning_circle,regular
137344663,noexit,yes,regular
137344808,highway,turning_circle,regular
137344846,highway,turning_circle,regular
137345048,highway,turning_circle,regular
137345115,highway,turning_circle,regular
137345123,source,Bing,regular
137345123,highway,turning_circle,regular
137345211,highway,turning_circle,regular
137345372,highway,turning_circle,regular
137345647,highway,turning_circle,regular
137345657,highway,turning_circle,regular
137346034,highway,traffic_signals,regular
137346034,crossing,traffic_signals,regular
137346087,highway,traffic_signals,regular
137346267,highway,turning_circle,regular
137346424,highway,turning_circle,regular
137346435,highway,turning_circle,regular
137346687,highway,turning_circle,regular
137346846,highway,turning_circle,regular
137347004,highway,turning_circle,regular
137347033,source,Bing,regular
137347033,highway,turning_circle,regular
137347222,highway,turning_circle,regular
137347296,highway,turning_circle,regular
137347310,highway,turning_circle,regular
137347329,highway,turning_circle,regular
137347358,highway,turning_circle,regular
137347546,highway,turning_circle,regular
137347605,highway,turning_circle,regular
137347714,highway,turning_circle,regular
137347750,highway,turning_circle,regular
137347777,source,Bing,regular
137347777,highway,turning_circle,regular
137347808,highway,turning_circle,regular
137347827,highway,turning_circle,regular
137347892,highway,turning_circle,regular
137348261,highway,turning_circle,regular
137348261,source,Bing,regular
137348431,highway,turning_circle,regular
137348583,highway,turning_circle,regular
137348658,highway,turning_circle,regular
137348744,highway,turning_circle,regular
137348759,highway,turning_circle,regular
137349090,highway,turning_circle,regular
137349324,highway,turning_circle,regular
137349451,highway,turning_circle,regular
137349498,noexit,yes,regular
137349534,highway,turning_circle,regular
137349562,highway,turning_circle,regular
137349642,highway,turning_circle,regular
137349664,highway,turning_circle,regular
137349753,highway,turning_circle,regular
137349837,highway,turning_circle,regular
137349851,highway,turning_circle,regular
137349930,highway,turning_circle,regular
137349962,highway,turning_circle,regular
137350007,source,Bing,regular
137350007,highway,turning_circle,regular
137350047,highway,turning_circle,regular
137350068,highway,turning_circle,regular
137350190,highway,turning_circle,regular
137350258,highway,turning_circle,regular
137350600,highway,turning_circle,regular
137350645,highway,turning_circle,regular
137350731,highway,turning_circle,regular
137350756,highway,turning_circle,regular
137350851,highway,turning_circle,regular
137350898,highway,turning_circle,regular
137350976,highway,turning_circle,regular
137351160,source,Yahoo,regular
137351160,highway,turning_circle,regular
137351174,source,bing,regular
137351174,highway,turning_circle,regular
137351198,highway,turning_circle,regular
137351265,highway,turning_circle,regular
137351334,source,Bing,regular
137351334,highway,turning_circle,regular
137351352,highway,turning_circle,regular
137351504,noexit,yes,regular
137351691,highway,turning_circle,regular
137351704,highway,turning_circle,regular
137351718,highway,turning_circle,regular
137351723,highway,turning_circle,regular
137351726,highway,turning_circle,regular
137351808,highway,turning_circle,regular
137351860,highway,turning_circle,regular
137351870,source,Bing,regular
137351870,highway,turning_circle,regular
137351956,highway,turning_circle,regular
137352059,highway,turning_circle,regular
137352101,highway,turning_circle,regular
137352135,highway,turning_circle,regular
137352190,highway,turning_circle,regular
137352523,source,bing,regular
137352523,highway,turning_circle,regular
137352540,noexit,yes,regular
137352685,highway,turning_circle,regular
137352740,railway,level_crossing,regular
137353129,railway,switch,regular
137353214,railway,level_crossing,regular
137353214,bell,no,crossing
137353214,light,no,crossing
137353214,barrier,no,crossing
137353221,railway,level_crossing,regular
137353221,bell,no,crossing
137353221,light,no,crossing
137353221,barrier,no,crossing
137353226,railway,level_crossing,regular
137353226,bell,no,crossing
137353226,light,no,crossing
137353226,barrier,no,crossing
137353256,railway,level_crossing,regular
137353256,bell,no,crossing
137353256,light,no,crossing
137353256,barrier,no,crossing
137353279,railway,level_crossing,regular
137353279,bell,no,crossing
137353279,light,no,crossing
137353279,barrier,no,crossing
137353290,railway,level_crossing,regular
137353290,bell,yes,crossing
137353290,light,yes,crossing
137353290,barrier,no,crossing
137353360,railway,level_crossing,regular
137353360,bell,no,crossing
137353360,light,no,crossing
137353360,barrier,no,crossing
137353362,railway,level_crossing,regular
137353362,bell,no,crossing
137353362,light,no,crossing
137353362,barrier,no,crossing
137353380,railway,level_crossing,regular
137353380,bell,no,crossing
137353380,light,no,crossing
137353380,barrier,no,crossing
137353382,railway,level_crossing,regular
137353382,bell,no,crossing
137353382,light,no,crossing
137353382,barrier,no,crossing
137353424,railway,level_crossing,regular
137353989,railway,level_crossing,regular
137353989,bell,yes,crossing
137353989,light,yes,crossing
137353989,barrier,half,crossing
137354404,railway,level_crossing,regular
137354433,railway,level_crossing,regular
137354487,railway,level_crossing,regular
137354498,railway,level_crossing,regular
137354502,railway,level_crossing,regular
137354502,bell,yes,crossing
137354502,light,yes,crossing
137354502,barrier,half,crossing
137354598,bicycle,yes,regular
137354598,railway,crossing,regular
137354598,crossing,uncontrolled,regular
137354598,light,no,crossing
137354598,barrier,no,crossing
137354720,railway,level_crossing,regular
137354720,bell,yes,crossing
137354720,light,yes,crossing
137354720,barrier,half,crossing
137355043,railway,switch,regular
137355127,railway,level_crossing,regular
137355384,railway,level_crossing,regular
137355384,bell,yes,crossing
137355384,light,yes,crossing
137355384,barrier,double_half,crossing
137355423,railway,level_crossing,regular
137355423,bell,yes,crossing
137355423,light,yes,crossing
137355423,barrier,double_half,crossing
137355467,railway,level_crossing,regular
137355467,bell,yes,crossing
137355467,light,yes,crossing
137355467,barrier,double_half,crossing
137355565,railway,level_crossing,regular
137355579,railway,level_crossing,regular
137355579,bell,yes,crossing
137355579,light,yes,crossing
137355579,barrier,double_half,crossing
137356291,railway,level_crossing,regular
137356318,railway,level_crossing,regular
137356342,railway,level_crossing,regular
137356630,highway,turning_circle,regular
137356658,source,Bing,regular
137356658,highway,turning_circle,regular
137356677,source,Yahoo,regular
137356677,highway,turning_circle,regular
137356803,highway,turning_circle,regular
137356919,highway,turning_circle,regular
137356934,highway,turning_circle,regular
137356937,highway,turning_circle,regular
137357113,highway,turning_circle,regular
137357205,highway,turning_circle,regular
137357213,highway,turning_circle,regular
137357473,highway,turning_circle,regular
137357600,highway,turning_circle,regular
137357626,highway,turning_circle,regular
137357760,highway,turning_circle,regular
137358169,highway,turning_circle,regular
137358213,source,Bing,regular
137358213,highway,turning_circle,regular
137358457,highway,crossing,regular
137358521,highway,turning_circle,regular
137358550,highway,turning_circle,regular
137358701,highway,turning_circle,regular
137358842,highway,turning_circle,regular
137358854,highway,turning_circle,regular
137358857,highway,turning_circle,regular
137358871,highway,turning_circle,regular
137358880,highway,turning_circle,regular
137358899,highway,turning_circle,regular
137358911,highway,turning_circle,regular
137358932,highway,turning_circle,regular
137359037,highway,turning_circle,regular
137359101,highway,turning_circle,regular
137359152,highway,turning_circle,regular
137359298,highway,turning_circle,regular
137359319,highway,turning_circle,regular
137359326,source,Bing,regular
137359326,highway,turning_circle,regular
137359391,highway,turning_circle,regular
137359404,highway,turning_circle,regular
137359457,source,bing,regular
137359457,highway,turning_circle,regular
137359688,highway,turning_circle,regular
137359712,highway,turning_circle,regular
137360077,highway,turning_circle,regular
